"REF_DATE","GEO","DGUID","Violations","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020","Saskatchewan [47]","2016A000247","Total sexual violations against children [130]","Rate per 100,000 population","Rate","257","units","0","v44379200","30.17.2","46.83","","","","2"
"2016","Saskatchewan [47]","2016A000247","Assault, level 3, aggravated [1410]","Rate per 100,000 population","Rate","257","units","0","v44376861","30.22.2","36.44","","","","2"
"2017","Saskatchewan [47]","2016A000247","Assault, level 3, aggravated [1410]","Rate per 100,000 population","Rate","257","units","0","v44376861","30.22.2","33.99","","","","2"
"2018","Saskatchewan [47]","2016A000247","Assault, level 3, aggravated [1410]","Rate per 100,000 population","Rate","257","units","0","v44376861","30.22.2","33.23","","","","2"
"2019","Saskatchewan [47]","2016A000247","Assault, level 3, aggravated [1410]","Rate per 100,000 population","Rate","257","units","0","v44376861","30.22.2","38.30","","","","2"
"2020","Saskatchewan [47]","2016A000247","Assault, level 3, aggravated [1410]","Rate per 100,000 population","Rate","257","units","0","v44376861","30.22.2","40.89","","","","2"
"2016","Saskatchewan [47]","2016A000247","Assault, level 2, weapon or bodily harm [1420]","Rate per 100,000 population","Rate","257","units","0","v44412739","30.23.2","340.58","","","","2"
"2017","Saskatchewan [47]","2016A000247","Assault, level 2, weapon or bodily harm [1420]","Rate per 100,000 population","Rate","257","units","0","v44412739","30.23.2","349.64","","","","2"
"2018","Saskatchewan [47]","2016A000247","Assault, level 2, weapon or bodily harm [1420]","Rate per 100,000 population","Rate","257","units","0","v44412739","30.23.2","328.47","","","","2"
"2019","Saskatchewan [47]","2016A000247","Assault, level 2, weapon or bodily harm [1420]","Rate per 100,000 population","Rate","257","units","0","v44412739","30.23.2","360.06","","","","2"
"2020","Saskatchewan [47]","2016A000247","Assault, level 2, weapon or bodily harm [1420]","Rate per 100,000 population","Rate","257","units","0","v44412739","30.23.2","425.22","","","","2"
"2016","Saskatchewan [47]","2016A000247","Assault, level 1 [1430]","Rate per 100,000 population","Rate","257","units","0","v44337300","30.24.2","932.76","","","","2"
"2017","Saskatchewan [47]","2016A000247","Assault, level 1 [1430]","Rate per 100,000 population","Rate","257","units","0","v44337300","30.24.2","929.91","","","","2"
"2018","Saskatchewan [47]","2016A000247","Assault, level 1 [1430]","Rate per 100,000 population","Rate","257","units","0","v44337300","30.24.2","864.72","","","","2"
"2019","Saskatchewan [47]","2016A000247","Assault, level 1 [1430]","Rate per 100,000 population","Rate","257","units","0","v44337300","30.24.2","960.76","","","","2"
"2020","Saskatchewan [47]","2016A000247","Assault, level 1 [1430]","Rate per 100,000 population","Rate","257","units","0","v44337300","30.24.2","942.41","","","","2"
"2016","Regina, Saskatchewan [47705]","2011S0503705","Homicide [110]","Rate per 100,000 population","Rate","257","units","0","v44334776","31.5.2","3.23","","","","2"
"2017","Regina, Saskatchewan [47705]","2011S0503705","Homicide [110]","Rate per 100,000 population","Rate","257","units","0","v44334776","31.5.2","3.56","","","","2"
"2018","Regina, Saskatchewan [47705]","2011S0503705","Homicide [110]","Rate per 100,000 population","Rate","257","units","0","v44334776","31.5.2","3.11","","","","2"
"2019","Regina, Saskatchewan [47705]","2011S0503705","Homicide [110]","Rate per 100,000 population","Rate","257","units","0","v44334776","31.5.2","3.05","","","","2"
"2020","Regina, Saskatchewan [47705]","2011S0503705","Homicide [110]","Rate per 100,000 population","Rate","257","units","0","v44334776","31.5.2","4.54","","","","2"
"2016","Regina, Saskatchewan [47705]","2011S0503705","Total other violations causing death [120]","Rate per 100,000 population","Rate","257","units","0","v44368991","31.10.2","0.00","","","","2"
"2017","Regina, Saskatchewan [47705]","2011S0503705","Total other violations causing death [120]","Rate per 100,000 population","Rate","257","units","0","v44368991","31.10.2","0.40","","","","2"
"2018","Regina, Saskatchewan [47705]","2011S0503705","Total other violations causing death [120]","Rate per 100,000 population","Rate","257","units","0","v44368991","31.10.2","0.00","","","","2"
"2019","Regina, Saskatchewan [47705]","2011S0503705","Total other violations causing death [120]","Rate per 100,000 population","Rate","257","units","0","v44368991","31.10.2","0.00","","","","2"
"2020","Regina, Saskatchewan [47705]","2011S0503705","Total other violations causing death [120]","Rate per 100,000 population","Rate","257","units","0","v44368991","31.10.2","0.00","","","","2"
"2016","Regina, Saskatchewan [47705]","2011S0503705","Attempted murder [1210]","Rate per 100,000 population","Rate","257","units","0","v44406043","31.13.2","13.74","","","","2"
"2017","Regina, Saskatchewan [47705]","2011S0503705","Attempted murder [1210]","Rate per 100,000 population","Rate","257","units","0","v44406043","31.13.2","8.71","","","","2"
"2018","Regina, Saskatchewan [47705]","2011S0503705","Attempted murder [1210]","Rate per 100,000 population","Rate","257","units","0","v44406043","31.13.2","6.60","","","","2"
"2019","Regina, Saskatchewan [47705]","2011S0503705","Attempted murder [1210]","Rate per 100,000 population","Rate","257","units","0","v44406043","31.13.2","14.89","","","","2"
"2020","Regina, Saskatchewan [47705]","2011S0503705","Attempted murder [1210]","Rate per 100,000 population","Rate","257","units","0","v44406043","31.13.2","9.46","","","","2"
"2016","Regina, Saskatchewan [47705]","2011S0503705","Sexual assault, level 3, aggravated [1310]","Rate per 100,000 population","Rate","257","units","0","v44348842","31.14.2","1.21","","","","2"
"2017","Regina, Saskatchewan [47705]","2011S0503705","Sexual assault, level 3, aggravated [1310]","Rate per 100,000 population","Rate","257","units","0","v44348842","31.14.2","1.19","","","","2"
"2018","Regina, Saskatchewan [47705]","2011S0503705","Sexual assault, level 3, aggravated [1310]","Rate per 100,000 population","Rate","257","units","0","v44348842","31.14.2","2.33","","","","2"
"2019","Regina, Saskatchewan [47705]","2011S0503705","Sexual assault, level 3, aggravated [1310]","Rate per 100,000 population","Rate","257","units","0","v44348842","31.14.2","2.29","","","","2"
"2020","Regina, Saskatchewan [47705]","2011S0503705","Sexual assault, level 3, aggravated [1310]","Rate per 100,000 population","Rate","257","units","0","v44348842","31.14.2","1.14","","","","2"
"2016","Regina, Saskatchewan [47705]","2011S0503705","Sexual assault, level 2, weapon or bodily harm [1320]","Rate per 100,000 population","Rate","257","units","0","v44364713","31.15.2","2.43","","","","2"
"2017","Regina, Saskatchewan [47705]","2011S0503705","Sexual assault, level 2, weapon or bodily harm [1320]","Rate per 100,000 population","Rate","257","units","0","v44364713","31.15.2","2.37","","","","2"
"2018","Regina, Saskatchewan [47705]","2011S0503705","Sexual assault, level 2, weapon or bodily harm [1320]","Rate per 100,000 population","Rate","257","units","0","v44364713","31.15.2","2.33","","","","2"
"2019","Regina, Saskatchewan [47705]","2011S0503705","Sexual assault, level 2, weapon or bodily harm [1320]","Rate per 100,000 population","Rate","257","units","0","v44364713","31.15.2","0.38","","","","2"
"2020","Regina, Saskatchewan [47705]","2011S0503705","Sexual assault, level 2, weapon or bodily harm [1320]","Rate per 100,000 population","Rate","257","units","0","v44364713","31.15.2","2.65","","","","2"
"2016","Regina, Saskatchewan [47705]","2011S0503705","Sexual assault, level 1 [1330]","Rate per 100,000 population","Rate","257","units","0","v44385382","31.16.2","61.44","","","","2"
"2017","Regina, Saskatchewan [47705]","2011S0503705","Sexual assault, level 1 [1330]","Rate per 100,000 population","Rate","257","units","0","v44385382","31.16.2","74.39","","","","2"
"2018","Regina, Saskatchewan [47705]","2011S0503705","Sexual assault, level 1 [1330]","Rate per 100,000 population","Rate","257","units","0","v44385382","31.16.2","79.96","","","","2"
"2019","Regina, Saskatchewan [47705]","2011S0503705","Sexual assault, level 1 [1330]","Rate per 100,000 population","Rate","257","units","0","v44385382","31.16.2","74.45","","","","2"
"2020","Regina, Saskatchewan [47705]","2011S0503705","Sexual assault, level 1 [1330]","Rate per 100,000 population","Rate","257","units","0","v44385382","31.16.2","74.19","","","","2"
"2016","Regina, Saskatchewan [47705]","2011S0503705","Total sexual violations against children [130]","Rate per 100,000 population","Rate","257","units","0","v44390715","31.17.2","21.42","","","","2"
"2017","Regina, Saskatchewan [47705]","2011S0503705","Total sexual violations against children [130]","Rate per 100,000 population","Rate","257","units","0","v44390715","31.17.2","24.93","","","","2"
"2018","Regina, Saskatchewan [47705]","2011S0503705","Total sexual violations against children [130]","Rate per 100,000 population","Rate","257","units","0","v44390715","31.17.2","17.47","","","","2"
"2019","Regina, Saskatchewan [47705]","2011S0503705","Total sexual violations against children [130]","Rate per 100,000 population","Rate","257","units","0","v44390715","31.17.2","22.52","","","","2"
"2020","Regina, Saskatchewan [47705]","2011S0503705","Total sexual violations against children [130]","Rate per 100,000 population","Rate","257","units","0","v44390715","31.17.2","27.63","","","","2"
"2016","Regina, Saskatchewan [47705]","2011S0503705","Assault, level 3, aggravated [1410]","Rate per 100,000 population","Rate","257","units","0","v44332101","31.22.2","23.85","","","","2"
"2017","Regina, Saskatchewan [47705]","2011S0503705","Assault, level 3, aggravated [1410]","Rate per 100,000 population","Rate","257","units","0","v44332101","31.22.2","25.72","","","","2"
"2018","Regina, Saskatchewan [47705]","2011S0503705","Assault, level 3, aggravated [1410]","Rate per 100,000 population","Rate","257","units","0","v44332101","31.22.2","23.68","","","","2"
"2019","Regina, Saskatchewan [47705]","2011S0503705","Assault, level 3, aggravated [1410]","Rate per 100,000 population","Rate","257","units","0","v44332101","31.22.2","24.82","","","","2"
"2020","Regina, Saskatchewan [47705]","2011S0503705","Assault, level 3, aggravated [1410]","Rate per 100,000 population","Rate","257","units","0","v44332101","31.22.2","24.60","","","","2"
"2016","Regina, Saskatchewan [47705]","2011S0503705","Assault, level 2, weapon or bodily harm [1420]","Rate per 100,000 population","Rate","257","units","0","v44339898","31.23.2","251.81","","","","2"
"2017","Regina, Saskatchewan [47705]","2011S0503705","Assault, level 2, weapon or bodily harm [1420]","Rate per 100,000 population","Rate","257","units","0","v44339898","31.23.2","235.05","","","","2"
"2018","Regina, Saskatchewan [47705]","2011S0503705","Assault, level 2, weapon or bodily harm [1420]","Rate per 100,000 population","Rate","257","units","0","v44339898","31.23.2","234.44","","","","2"
"2019","Regina, Saskatchewan [47705]","2011S0503705","Assault, level 2, weapon or bodily harm [1420]","Rate per 100,000 population","Rate","257","units","0","v44339898","31.23.2","266.86","","","","2"
"2020","Regina, Saskatchewan [47705]","2011S0503705","Assault, level 2, weapon or bodily harm [1420]","Rate per 100,000 population","Rate","257","units","0","v44339898","31.23.2","274.03","","","","2"
"2016","Regina, Saskatchewan [47705]","2011S0503705","Assault, level 1 [1430]","Rate per 100,000 population","Rate","257","units","0","v44406495","31.24.2","474.12","","","","2"
"2017","Regina, Saskatchewan [47705]","2011S0503705","Assault, level 1 [1430]","Rate per 100,000 population","Rate","257","units","0","v44406495","31.24.2","525.10","","","","2"
"2018","Regina, Saskatchewan [47705]","2011S0503705","Assault, level 1 [1430]","Rate per 100,000 population","Rate","257","units","0","v44406495","31.24.2","538.74","","","","2"
"2019","Regina, Saskatchewan [47705]","2011S0503705","Assault, level 1 [1430]","Rate per 100,000 population","Rate","257","units","0","v44406495","31.24.2","493.26","","","","2"
"2020","Regina, Saskatchewan [47705]","2011S0503705","Assault, level 1 [1430]","Rate per 100,000 population","Rate","257","units","0","v44406495","31.24.2","450.79","","","","2"
"2016","Saskatoon, Saskatchewan [47725]","2011S0503725","Homicide [110]","Rate per 100,000 population","Rate","257","units","0","v44376959","32.5.2","3.18","","","","2"
"2017","Saskatoon, Saskatchewan [47725]","2011S0503725","Homicide [110]","Rate per 100,000 population","Rate","257","units","0","v44376959","32.5.2","1.55","","","","2"
"2018","Saskatoon, Saskatchewan [47725]","2011S0503725","Homicide [110]","Rate per 100,000 population","Rate","257","units","0","v44376959","32.5.2","2.43","","","","2"
"2019","Saskatoon, Saskatchewan [47725]","2011S0503725","Homicide [110]","Rate per 100,000 population","Rate","257","units","0","v44376959","32.5.2","4.77","","","","2"
"2020","Saskatoon, Saskatchewan [47725]","2011S0503725","Homicide [110]","Rate per 100,000 population","Rate","257","units","0","v44376959","32.5.2","4.10","","","","2"
"2016","Saskatoon, Saskatchewan [47725]","2011S0503725","Total other violations causing death [120]","Rate per 100,000 population","Rate","257","units","0","v44403950","32.10.2","1.59","","","","2"
"2017","Saskatoon, Saskatchewan [47725]","2011S0503725","Total other violations causing death [120]","Rate per 100,000 population","Rate","257","units","0","v44403950","32.10.2","0.31","","","","2"
"2018","Saskatoon, Saskatchewan [47725]","2011S0503725","Total other violations causing death [120]","Rate per 100,000 population","Rate","257","units","0","v44403950","32.10.2","0.30","","","","2"
"2019","Saskatoon, Saskatchewan [47725]","2011S0503725","Total other violations causing death [120]","Rate per 100,000 population","Rate","257","units","0","v44403950","32.10.2","0.00","","","","2"
"2020","Saskatoon, Saskatchewan [47725]","2011S0503725","Total other violations causing death [120]","Rate per 100,000 population","Rate","257","units","0","v44403950","32.10.2","0.00","","","","2"
"2016","Saskatoon, Saskatchewan [47725]","2011S0503725","Attempted murder [1210]","Rate per 100,000 population","Rate","257","units","0","v44340005","32.13.2","2.55","","","","2"
"2017","Saskatoon, Saskatchewan [47725]","2011S0503725","Attempted murder [1210]","Rate per 100,000 population","Rate","257","units","0","v44340005","32.13.2","1.24","","","","2"
"2018","Saskatoon, Saskatchewan [47725]","2011S0503725","Attempted murder [1210]","Rate per 100,000 population","Rate","257","units","0","v44340005","32.13.2","2.13","","","","2"
"2019","Saskatoon, Saskatchewan [47725]","2011S0503725","Attempted murder [1210]","Rate per 100,000 population","Rate","257","units","0","v44340005","32.13.2","2.98","","","","2"
"2020","Saskatoon, Saskatchewan [47725]","2011S0503725","Attempted murder [1210]","Rate per 100,000 population","Rate","257","units","0","v44340005","32.13.2","0.88","","","","2"
"2016","Saskatoon, Saskatchewan [47725]","2011S0503725","Sexual assault, level 3, aggravated [1310]","Rate per 100,000 population","Rate","257","units","0","v44380114","32.14.2","1.59","","","","2"
"2017","Saskatoon, Saskatchewan [47725]","2011S0503725","Sexual assault, level 3, aggravated [1310]","Rate per 100,000 population","Rate","257","units","0","v44380114","32.14.2","0.62","","","","2"
"2018","Saskatoon, Saskatchewan [47725]","2011S0503725","Sexual assault, level 3, aggravated [1310]","Rate per 100,000 population","Rate","257","units","0","v44380114","32.14.2","0.30","","","","2"
"2019","Saskatoon, Saskatchewan [47725]","2011S0503725","Sexual assault, level 3, aggravated [1310]","Rate per 100,000 population","Rate","257","units","0","v44380114","32.14.2","1.19","","","","2"
"2020","Saskatoon, Saskatchewan [47725]","2011S0503725","Sexual assault, level 3, aggravated [1310]","Rate per 100,000 population","Rate","257","units","0","v44380114","32.14.2","0.59","","","","2"
"2016","Saskatoon, Saskatchewan [47725]","2011S0503725","Sexual assault, level 2, weapon or bodily harm [1320]","Rate per 100,000 population","Rate","257","units","0","v44363299","32.15.2","1.27","","","","2"
"2017","Saskatoon, Saskatchewan [47725]","2011S0503725","Sexual assault, level 2, weapon or bodily harm [1320]","Rate per 100,000 population","Rate","257","units","0","v44363299","32.15.2","0.93","","","","2"
"2018","Saskatoon, Saskatchewan [47725]","2011S0503725","Sexual assault, level 2, weapon or bodily harm [1320]","Rate per 100,000 population","Rate","257","units","0","v44363299","32.15.2","0.91","","","","2"
"2019","Saskatoon, Saskatchewan [47725]","2011S0503725","Sexual assault, level 2, weapon or bodily harm [1320]","Rate per 100,000 population","Rate","257","units","0","v44363299","32.15.2","0.60","","","","2"
"2020","Saskatoon, Saskatchewan [47725]","2011S0503725","Sexual assault, level 2, weapon or bodily harm [1320]","Rate per 100,000 population","Rate","257","units","0","v44363299","32.15.2","1.17","","","","2"
"2016","Saskatoon, Saskatchewan [47725]","2011S0503725","Sexual assault, level 1 [1330]","Rate per 100,000 population","Rate","257","units","0","v44412419","32.16.2","92.99","","","","2"
"2017","Saskatoon, Saskatchewan [47725]","2011S0503725","Sexual assault, level 1 [1330]","Rate per 100,000 population","Rate","257","units","0","v44412419","32.16.2","94.16","","","","2"
"2018","Saskatoon, Saskatchewan [47725]","2011S0503725","Sexual assault, level 1 [1330]","Rate per 100,000 population","Rate","257","units","0","v44412419","32.16.2","100.67","","","","2"
"2019","Saskatoon, Saskatchewan [47725]","2011S0503725","Sexual assault, level 1 [1330]","Rate per 100,000 population","Rate","257","units","0","v44412419","32.16.2","117.10","","","","2"
"2020","Saskatoon, Saskatchewan [47725]","2011S0503725","Sexual assault, level 1 [1330]","Rate per 100,000 population","Rate","257","units","0","v44412419","32.16.2","83.53","","","","2"
"2016","Saskatoon, Saskatchewan [47725]","2011S0503725","Total sexual violations against children [130]","Rate per 100,000 population","Rate","257","units","0","v44405653","32.17.2","11.15","","","","2"
"2017","Saskatoon, Saskatchewan [47725]","2011S0503725","Total sexual violations against children [130]","Rate per 100,000 population","Rate","257","units","0","v44405653","32.17.2","21.44","","","","2"
"2018","Saskatoon, Saskatchewan [47725]","2011S0503725","Total sexual violations against children [130]","Rate per 100,000 population","Rate","257","units","0","v44405653","32.17.2","17.64","","","","2"
"2019","Saskatoon, Saskatchewan [47725]","2011S0503725","Total sexual violations against children [130]","Rate per 100,000 population","Rate","257","units","0","v44405653","32.17.2","25.92","","","","2"
"2020","Saskatoon, Saskatchewan [47725]","2011S0503725","Total sexual violations against children [130]","Rate per 100,000 population","Rate","257","units","0","v44405653","32.17.2","26.67","","","","2"
"2016","Saskatoon, Saskatchewan [47725]","2011S0503725","Assault, level 3, aggravated [1410]","Rate per 100,000 population","Rate","257","units","0","v44389683","32.22.2","26.75","","","","2"
"2017","Saskatoon, Saskatchewan [47725]","2011S0503725","Assault, level 3, aggravated [1410]","Rate per 100,000 population","Rate","257","units","0","v44389683","32.22.2","24.86","","","","2"
"2018","Saskatoon, Saskatchewan [47725]","2011S0503725","Assault, level 3, aggravated [1410]","Rate per 100,000 population","Rate","257","units","0","v44389683","32.22.2","22.81","","","","2"
"2019","Saskatoon, Saskatchewan [47725]","2011S0503725","Assault, level 3, aggravated [1410]","Rate per 100,000 population","Rate","257","units","0","v44389683","32.22.2","25.63","","","","2"
"2020","Saskatoon, Saskatchewan [47725]","2011S0503725","Assault, level 3, aggravated [1410]","Rate per 100,000 population","Rate","257","units","0","v44389683","32.22.2","22.86","","","","2"
"2016","Saskatoon, Saskatchewan [47725]","2011S0503725","Assault, level 2, weapon or bodily harm [1420]","Rate per 100,000 population","Rate","257","units","0","v44393965","32.23.2","195.85","","","","2"
"2017","Saskatoon, Saskatchewan [47725]","2011S0503725","Assault, level 2, weapon or bodily harm [1420]","Rate per 100,000 population","Rate","257","units","0","v44393965","32.23.2","210.08","","","","2"
"2018","Saskatoon, Saskatchewan [47725]","2011S0503725","Assault, level 2, weapon or bodily harm [1420]","Rate per 100,000 population","Rate","257","units","0","v44393965","32.23.2","194.34","","","","2"
"2019","Saskatoon, Saskatchewan [47725]","2011S0503725","Assault, level 2, weapon or bodily harm [1420]","Rate per 100,000 population","Rate","257","units","0","v44393965","32.23.2","226.75","","","","2"
"2020","Saskatoon, Saskatchewan [47725]","2011S0503725","Assault, level 2, weapon or bodily harm [1420]","Rate per 100,000 population","Rate","257","units","0","v44393965","32.23.2","257.90","","","","2"
"2016","Saskatoon, Saskatchewan [47725]","2011S0503725","Assault, level 1 [1430]","Rate per 100,000 population","Rate","257","units","0","v44330261","32.24.2","486.92","","","","2"
"2017","Saskatoon, Saskatchewan [47725]","2011S0503725","Assault, level 1 [1430]","Rate per 100,000 population","Rate","257","units","0","v44330261","32.24.2","446.57","","","","2"
"2018","Saskatoon, Saskatchewan [47725]","2011S0503725","Assault, level 1 [1430]","Rate per 100,000 population","Rate","257","units","0","v44330261","32.24.2","424.57","","","","2"
"2019","Saskatoon, Saskatchewan [47725]","2011S0503725","Assault, level 1 [1430]","Rate per 100,000 population","Rate","257","units","0","v44330261","32.24.2","443.38","","","","2"
"2020","Saskatoon, Saskatchewan [47725]","2011S0503725","Assault, level 1 [1430]","Rate per 100,000 population","Rate","257","units","0","v44330261","32.24.2","401.22","","","","2"
"2016","Alberta [48]","2016A000248","Homicide [110]","Rate per 100,000 population","Rate","257","units","0","v44365373","33.5.2","2.76","","","","2"
"2017","Alberta [48]","2016A000248","Homicide [110]","Rate per 100,000 population","Rate","257","units","0","v44365373","33.5.2","2.81","","","","2"
"2018","Alberta [48]","2016A000248","Homicide [110]","Rate per 100,000 population","Rate","257","units","0","v44365373","33.5.2","1.88","","","","2"
"2019","Alberta [48]","2016A000248","Homicide [110]","Rate per 100,000 population","Rate","257","units","0","v44365373","33.5.2","2.29","","","","2"
"2020","Alberta [48]","2016A000248","Homicide [110]","Rate per 100,000 population","Rate","257","units","0","v44365373","33.5.2","3.14","","","","2"
"2016","Alberta [48]","2016A000248","Total other violations causing death [120]","Rate per 100,000 population","Rate","257","units","0","v44407911","33.10.2","0.19","","","","2"
"2017","Alberta [48]","2016A000248","Total other violations causing death [120]","Rate per 100,000 population","Rate","257","units","0","v44407911","33.10.2","0.35","","","","2"
"2018","Alberta [48]","2016A000248","Total other violations causing death [120]","Rate per 100,000 population","Rate","257","units","0","v44407911","33.10.2","0.05","","","","2"
"2019","Alberta [48]","2016A000248","Total other violations causing death [120]","Rate per 100,000 population","Rate","257","units","0","v44407911","33.10.2","0.05","","","","2"
"2020","Alberta [48]","2016A000248","Total other violations causing death [120]","Rate per 100,000 population","Rate","257","units","0","v44407911","33.10.2","0.25","","","","2"
"2016","Alberta [48]","2016A000248","Attempted murder [1210]","Rate per 100,000 population","Rate","257","units","0","v44343421","33.13.2","1.31","","","","2"
"2017","Alberta [48]","2016A000248","Attempted murder [1210]","Rate per 100,000 population","Rate","257","units","0","v44343421","33.13.2","1.41","","","","2"
"2018","Alberta [48]","2016A000248","Attempted murder [1210]","Rate per 100,000 population","Rate","257","units","0","v44343421","33.13.2","1.23","","","","2"
"2019","Alberta [48]","2016A000248","Attempted murder [1210]","Rate per 100,000 population","Rate","257","units","0","v44343421","33.13.2","1.22","","","","2"
"2020","Alberta [48]","2016A000248","Attempted murder [1210]","Rate per 100,000 population","Rate","257","units","0","v44343421","33.13.2","1.27","","","","2"
"2016","Alberta [48]","2016A000248","Sexual assault, level 3, aggravated [1310]","Rate per 100,000 population","Rate","257","units","0","v44405467","33.14.2","0.24","","","","2"
"2017","Alberta [48]","2016A000248","Sexual assault, level 3, aggravated [1310]","Rate per 100,000 population","Rate","257","units","0","v44405467","33.14.2","0.33","","","","2"
"2018","Alberta [48]","2016A000248","Sexual assault, level 3, aggravated [1310]","Rate per 100,000 population","Rate","257","units","0","v44405467","33.14.2","0.54","","","","2"
"2019","Alberta [48]","2016A000248","Sexual assault, level 3, aggravated [1310]","Rate per 100,000 population","Rate","257","units","0","v44405467","33.14.2","0.62","","","","2"
"2020","Alberta [48]","2016A000248","Sexual assault, level 3, aggravated [1310]","Rate per 100,000 population","Rate","257","units","0","v44405467","33.14.2","0.57","","","","2"
"2016","Alberta [48]","2016A000248","Sexual assault, level 2, weapon or bodily harm [1320]","Rate per 100,000 population","Rate","257","units","0","v44328923","33.15.2","1.22","","","","2"
"2017","Alberta [48]","2016A000248","Sexual assault, level 2, weapon or bodily harm [1320]","Rate per 100,000 population","Rate","257","units","0","v44328923","33.15.2","1.74","","","","2"
"2018","Alberta [48]","2016A000248","Sexual assault, level 2, weapon or bodily harm [1320]","Rate per 100,000 population","Rate","257","units","0","v44328923","33.15.2","2.07","","","","2"
"2019","Alberta [48]","2016A000248","Sexual assault, level 2, weapon or bodily harm [1320]","Rate per 100,000 population","Rate","257","units","0","v44328923","33.15.2","1.81","","","","2"
"2020","Alberta [48]","2016A000248","Sexual assault, level 2, weapon or bodily harm [1320]","Rate per 100,000 population","Rate","257","units","0","v44328923","33.15.2","2.26","","","","2"
"2016","Alberta [48]","2016A000248","Sexual assault, level 1 [1330]","Rate per 100,000 population","Rate","257","units","0","v44343983","33.16.2","64.47","","","","2"
"2017","Alberta [48]","2016A000248","Sexual assault, level 1 [1330]","Rate per 100,000 population","Rate","257","units","0","v44343983","33.16.2","70.24","","","","2"
"2018","Alberta [48]","2016A000248","Sexual assault, level 1 [1330]","Rate per 100,000 population","Rate","257","units","0","v44343983","33.16.2","79.96","","","","2"
"2019","Alberta [48]","2016A000248","Sexual assault, level 1 [1330]","Rate per 100,000 population","Rate","257","units","0","v44343983","33.16.2","88.73","","","","2"
"2020","Alberta [48]","2016A000248","Sexual assault, level 1 [1330]","Rate per 100,000 population","Rate","257","units","0","v44343983","33.16.2","77.34","","","","2"
"2016","Alberta [48]","2016A000248","Total sexual violations against children [130]","Rate per 100,000 population","Rate","257","units","0","v44392004","33.17.2","19.54","","","","2"
"2017","Alberta [48]","2016A000248","Total sexual violations against children [130]","Rate per 100,000 population","Rate","257","units","0","v44392004","33.17.2","21.95","","","","2"
"2018","Alberta [48]","2016A000248","Total sexual violations against children [130]","Rate per 100,000 population","Rate","257","units","0","v44392004","33.17.2","27.48","","","","2"
"2019","Alberta [48]","2016A000248","Total sexual violations against children [130]","Rate per 100,000 population","Rate","257","units","0","v44392004","33.17.2","32.01","","","","2"
"2020","Alberta [48]","2016A000248","Total sexual violations against children [130]","Rate per 100,000 population","Rate","257","units","0","v44392004","33.17.2","30.67","","","","2"
"2016","Alberta [48]","2016A000248","Assault, level 3, aggravated [1410]","Rate per 100,000 population","Rate","257","units","0","v44352488","33.22.2","15.18","","","","2"
"2017","Alberta [48]","2016A000248","Assault, level 3, aggravated [1410]","Rate per 100,000 population","Rate","257","units","0","v44352488","33.22.2","16.08","","","","2"
"2018","Alberta [48]","2016A000248","Assault, level 3, aggravated [1410]","Rate per 100,000 population","Rate","257","units","0","v44352488","33.22.2","17.05","","","","2"
"2019","Alberta [48]","2016A000248","Assault, level 3, aggravated [1410]","Rate per 100,000 population","Rate","257","units","0","v44352488","33.22.2","19.14","","","","2"
"2020","Alberta [48]","2016A000248","Assault, level 3, aggravated [1410]","Rate per 100,000 population","Rate","257","units","0","v44352488","33.22.2","20.33","","","","2"
"2016","Alberta [48]","2016A000248","Assault, level 2, weapon or bodily harm [1420]","Rate per 100,000 population","Rate","257","units","0","v44328709","33.23.2","182.91","","","","2"
"2017","Alberta [48]","2016A000248","Assault, level 2, weapon or bodily harm [1420]","Rate per 100,000 population","Rate","257","units","0","v44328709","33.23.2","197.31","","","","2"
"2018","Alberta [48]","2016A000248","Assault, level 2, weapon or bodily harm [1420]","Rate per 100,000 population","Rate","257","units","0","v44328709","33.23.2","201.62","","","","2"
"2019","Alberta [48]","2016A000248","Assault, level 2, weapon or bodily harm [1420]","Rate per 100,000 population","Rate","257","units","0","v44328709","33.23.2","214.89","","","","2"
"2020","Alberta [48]","2016A000248","Assault, level 2, weapon or bodily harm [1420]","Rate per 100,000 population","Rate","257","units","0","v44328709","33.23.2","232.05","","","","2"
"2016","Alberta [48]","2016A000248","Assault, level 1 [1430]","Rate per 100,000 population","Rate","257","units","0","v44396158","33.24.2","545.68","","","","2"
"2017","Alberta [48]","2016A000248","Assault, level 1 [1430]","Rate per 100,000 population","Rate","257","units","0","v44396158","33.24.2","541.51","","","","2"
"2018","Alberta [48]","2016A000248","Assault, level 1 [1430]","Rate per 100,000 population","Rate","257","units","0","v44396158","33.24.2","546.38","","","","2"
"2019","Alberta [48]","2016A000248","Assault, level 1 [1430]","Rate per 100,000 population","Rate","257","units","0","v44396158","33.24.2","567.49","","","","2"
"2020","Alberta [48]","2016A000248","Assault, level 1 [1430]","Rate per 100,000 population","Rate","257","units","0","v44396158","33.24.2","520.91","","","","2"
"2016","Lethbridge, Alberta [48810]","2011S0503810","Homicide [110]","Rate per 100,000 population","Rate","257","units","0","v1064943858","50.5.2","0.00","","","","2"
"2017","Lethbridge, Alberta [48810]","2011S0503810","Homicide [110]","Rate per 100,000 population","Rate","257","units","0","v1064943858","50.5.2","1.65","","","","2"
